"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia";"coordenada_x_utm";"coordenada_y_utm"
"22171";"CHAMBERÍ";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Noche";439126,14;4476912,97
"22172";"CHAMBERÍ";"Colisión lateral";"Despejado";"Todo terreno";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Noche";439126,14;4476912,97
"22179";"CENTRO";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Noche";439704,66;4474963,26
"22180";"CENTRO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Noche";439704,66;4474963,26
"22183";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana";447995,06;4482053,06
"22184";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana";447995,06;4482053,06
"22185";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana";447995,06;4482053,06
"22186";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana";447995,06;4482053,06
"22187";"MONCLOA-ARAVACA";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Mañana";439213,11;4477576,95
"22188";"LATINA";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Mañana";438527,83;4474005,96
"22189";"BARAJAS";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Tarde";449978,42;4478795,19
"22190";"BARAJAS";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 70 a 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Tarde";449978,42;4478795,19
"22191";"BARAJAS";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Tarde";449978,42;4478795,19
"22192";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Camión rígido";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Mañana";441323,02;4470978,86
"22193";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Camión rígido";"Pasajero";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"September";"Mañana";441323,02;4470978,86
"22194";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"September";"Mañana";441323,02;4470978,86
"22199";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Todo terreno";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana";445154,57;4481760,45
"22200";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana";445154,57;4481760,45
"22201";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"September";"Mañana";445154,57;4481760,45
"22202";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 6  a  9 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana";445154,57;4481760,45
"22208";"RETIRO";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Mañana";443068,54;4473155,04
"22209";"RETIRO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana";443068,54;4473155,04
"22210";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Camión rígido";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";447014,36;4477655,01
"22212";"SAN BLAS-CANILLEJAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Mañana";447014,36;4477655,01
"22213";"LATINA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";435368,07;4471063,21
"22214";"LATINA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Tarde";435368,07;4471063,21
"22216";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Mañana";445532,25;4478499,1
"22217";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana";445532,25;4478499,1
"22218";"TETUÁN";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";440218,03;4480094,15
"22219";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Noche";444590,5;4477618,1
"22220";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Noche";444590,5;4477618,1
"22221";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"September";"Noche";444590,5;4477618,1
"22222";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Autobús";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Noche";440902,84;4477571,09
"22223";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Autobús";"Pasajero";"De 70 a 74 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"September";"Noche";440902,84;4477571,09
"22224";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Noche";440902,84;4477571,09
"22227";"LATINA";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";437134,74;4473462,06
"22233";"LATINA";"Alcance";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Noche";438453,56;4473976,86
"22234";"LATINA";"Alcance";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Noche";438453,56;4473976,86
"22235";"LATINA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Noche";438453,56;4473976,86
"22236";"LATINA";"Alcance";"Despejado";"Turismo";"Pasajero";"De 60 a 64 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Noche";438453,56;4473976,86
"22239";"SALAMANCA";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 50 a 54 años";"Hombre";"S";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";441786,33;4476056,23
"22245";"VICÁLVARO";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";449948,31;4472186,76
"22246";"VICÁLVARO";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde";449948,31;4472186,76
"22247";"VICÁLVARO";"Alcance";"Despejado";"Turismo";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Tarde";449948,31;4472186,76
"22249";"LATINA";"Atropello a persona";"Desconocido";"Turismo";"Peatón";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";434692,44;4469546,98
"22250";"LATINA";"Atropello a persona";"Desconocido";"Turismo";"Peatón";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";434692,44;4469546,98
"22251";"LATINA";"Atropello a persona";"Desconocido";"Turismo";"Peatón";"Menor de 5 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";434692,44;4469546,98
"22252";"LATINA";"Caída";"Despejado";"Autobús";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";436086,41;4472976,42
"22253";"LATINA";"Caída";"Despejado";"Autobús";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Mañana";436086,41;4472976,42
"22254";"HORTALEZA";"Caída";"Despejado";"Bicicleta";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Tarde";448645,54;4477976,04
"22257";"CENTRO";"Colisión lateral";"Despejado";"Autobús";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";439693,25;4474966,38
"22258";"CENTRO";"Colisión lateral";"Despejado";"Autobús";"Pasajero";"Más de 74 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";439693,25;4474966,38
"22259";"CENTRO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";439693,25;4474966,38
"22261";"CHAMBERÍ";"Colisión fronto-lateral";"Desconocido";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";440613,79;4476701,32
"22262";"BARAJAS";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";447586,37;4479207,44
"22263";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";445651,47;4471585,19
"22264";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";445651,47;4471585,19
"22265";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Madrugada";438582,17;4476880,36
"22266";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Madrugada";438582,17;4476880,36
"22267";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"September";"Madrugada";438582,17;4476880,36
"22271";"CENTRO";"Caída";"Despejado";"Bicicleta EPAC (pedaleo asistido)";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche";440988,9;4474972,12
"22272";"CARABANCHEL";"Atropello a persona";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";437681,8;4472118,69
"22273";"CARABANCHEL";"Atropello a persona";"Despejado";"Motocicleta hasta 125cc";"Peatón";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Mañana";437681,8;4472118,69
"22276";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Mañana";442600,29;4481717,76
"22277";"FUENCARRAL-EL PARDO";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";442600,29;4481717,76
"22278";"VICÁLVARO";"Choque contra obstáculo fijo";"Despejado";"Furgoneta";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Madrugada";446697,66;4471498,55
"22279";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";442166,83;4479871,33
"22280";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";442166,83;4479871,33
"22286";"ARGANZUELA";"Otro";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";441467,29;4471420,12
"22289";"VICÁLVARO";"Colisión múltiple";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";447069,55;4472484,51
"22291";"VICÁLVARO";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";447069,55;4472484,51
"22292";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";441886,4;4478103
"22293";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"October";"Noche";441886,4;4478103
"22294";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Lluvia débil";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";450030,02;4477044,69
"22295";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Lluvia débil";"Turismo";"Peatón";"De 25 a 29 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Mañana";450030,02;4477044,69
"22298";"CARABANCHEL";"Colisión fronto-lateral";"Lluvia débil";"Furgoneta";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";439839,06;4471803,05
"22299";"CARABANCHEL";"Colisión fronto-lateral";"Lluvia débil";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";439839,06;4471803,05
"22300";"CARABANCHEL";"Colisión fronto-lateral";"Lluvia débil";"Motocicleta hasta 125cc";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Mañana";439839,06;4471803,05
"22301";"HORTALEZA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Tarde";443124,04;4482243,57
"22302";"CHAMBERÍ";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";441036,67;4475490,88
"22303";"CHAMBERÍ";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";441036,67;4475490,88
"22304";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Nublado";"Turismo";"Conductor";"De 60 a 64 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";446960,13;4476038,1
"22305";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Nublado";"Turismo";"Peatón";"De 10 a 14 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana";446960,13;4476038,1
"22306";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Nublado";"Turismo";"Peatón";"De 55 a 59 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana";446960,13;4476038,1
"22313";"HORTALEZA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche";447755,76;4483221,9
"22314";"HORTALEZA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"Menor de 5 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche";447755,76;4483221,9
"22315";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";445061,67;4480555,48
"22316";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";445061,67;4480555,48
"22317";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Mañana";443527,99;4483102,29
"22318";"FUENCARRAL-EL PARDO";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";443527,99;4483102,29
"22323";"VILLA DE VALLECAS";"Atropello a persona";"Lluvia débil";"Camión rígido";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";445991,95;4469754,79
"22324";"VILLA DE VALLECAS";"Atropello a persona";"Lluvia débil";"Camión rígido";"Pasajero";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";445991,95;4469754,79
"22325";"VILLA DE VALLECAS";"Atropello a persona";"Lluvia débil";"Tractocamión";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";445991,95;4469754,79
"22326";"VILLA DE VALLECAS";"Atropello a persona";"Lluvia débil";"Tractocamión";"Peatón";"De 50 a 54 años";"Hombre";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Mañana";445991,95;4469754,79
"22327";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"LLuvia intensa";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana";446274,51;4476039,02
"22328";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"LLuvia intensa";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";446274,51;4476039,02
"22335";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";445077,48;4482762,25
"22336";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana";445077,48;4482762,25
"22337";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana";445077,48;4482762,25
"22338";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";448718,9;4478179,83
"22339";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";448718,9;4478179,83
"22340";"CHAMBERÍ";"Alcance";"Nublado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";440933,1;4475710,78
"22341";"CHAMBERÍ";"Alcance";"Nublado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";440933,1;4475710,78
"22342";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde";441539,77;4473721,2
"22343";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 70 a 74 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";441539,77;4473721,2
"22352";"PUENTE DE VALLECAS";"Colisión lateral";"Despejado";"Camión rígido";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";444570,78;4472191,3
"22354";"PUENTE DE VALLECAS";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";444570,78;4472191,3
"22358";"CENTRO";"Colisión lateral";"Nublado";"Furgoneta";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde";440333,26;4475617,03
"22359";"CHAMARTÍN";"Colisión lateral";"Despejado";"Bicicleta";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";441596,55;4479648,59
"22360";"CHAMARTÍN";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";441596,55;4479648,59
"22361";"CHAMARTÍN";"Colisión lateral";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";441596,55;4479648,59
"22362";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Lluvia débil";"Motocicleta > 125cc";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";450106,95;4468521,25
"22363";"VILLA DE VALLECAS";"Colisión fronto-lateral";"Lluvia débil";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde";450106,95;4468521,25
"22364";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"October";"Tarde";438240,39;4471867,48
"22365";"CARABANCHEL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";438240,39;4471867,48
"22366";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde";441267,34;4477649,84
"22367";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";441267,34;4477649,84
"22368";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";441267,34;4477649,84
"22369";"TETUÁN";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde";441267,34;4477649,84
