"";"distrito";"tipo_accidente";"estado_meteorologico";"tipo_vehiculo";"tipo_persona";"rango_edad";"sexo";"positiva_alcohol";"positiva_droga";"grado_lesividad";"categoria_lesividad";"mes";"partes_dia"
"22551";"MORATALAZ";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Noche"
"22553";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22554";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22555";"CIUDAD LINEAL";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22558";"MONCLOA-ARAVACA";"Caída";"Despejado";"Bicicleta EPAC (pedaleo asistido)";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Tarde"
"22559";"CENTRO";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche"
"22560";"CENTRO";"Caída";"Despejado";"Motocicleta > 125cc";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche"
"22565";"TETUÁN";"Alcance";"Despejado";"Motocicleta > 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22566";"TETUÁN";"Alcance";"Despejado";"Motocicleta > 125cc";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22567";"TETUÁN";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22568";"TETUÁN";"Alcance";"Despejado";"Turismo";"Pasajero";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22569";"TETUÁN";"Alcance";"Despejado";"Turismo";"Pasajero";"De 6  a  9 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22577";"CHAMBERÍ";"Atropello a persona";"Despejado";"Bicicleta";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22578";"CHAMBERÍ";"Atropello a persona";"Despejado";"Bicicleta";"Peatón";"Más de 74 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche"
"22579";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22580";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22581";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22582";"CIUDAD LINEAL";"Alcance";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22586";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22587";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 15 a 17 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22588";"CARABANCHEL";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"De 45 a 49 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Noche"
"22589";"CHAMBERÍ";"Alcance";"Despejado";"Camión rígido";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22590";"CHAMBERÍ";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
"22598";"LATINA";"Atropello a persona";"Despejado";"Autobús";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22599";"LATINA";"Atropello a persona";"Despejado";"Autobús";"Peatón";"Más de 74 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22601";"HORTALEZA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22602";"CHAMARTÍN";"Colisión lateral";"Despejado";"Furgoneta";"Conductor";"De 60 a 64 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22603";"CHAMARTÍN";"Colisión lateral";"Despejado";"Furgoneta";"Pasajero";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22604";"CHAMARTÍN";"Colisión lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22608";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22609";"SAN BLAS-CANILLEJAS";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"October";"Mañana"
"22610";"CARABANCHEL";"Colisión lateral";"Despejado";"Camión rígido";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22611";"CARABANCHEL";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Mañana"
"22614";"TETUÁN";"Atropello a animal";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22624";"RETIRO";"Colisión fronto-lateral";"Lluvia débil";"Ciclomotor";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22625";"RETIRO";"Colisión fronto-lateral";"Lluvia débil";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22626";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Furgoneta";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22627";"VILLAVERDE";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 70 a 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22631";"CHAMBERÍ";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22632";"CHAMBERÍ";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 15 a 17 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22633";"CHAMBERÍ";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Mañana"
"22634";"FUENCARRAL-EL PARDO";"Colisión lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22635";"FUENCARRAL-EL PARDO";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22638";"FUENCARRAL-EL PARDO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"S";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche"
"22641";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Autobús";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22642";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22643";"HORTALEZA";"Atropello a persona";"Despejado";"Furgoneta";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22644";"HORTALEZA";"Atropello a persona";"Despejado";"Furgoneta";"Peatón";"De 45 a 49 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche"
"22645";"VICÁLVARO";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22646";"VICÁLVARO";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 50 a 54 años";"Mujer";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche"
"22649";"ARGANZUELA";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22650";"ARGANZUELA";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22653";"TETUÁN";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22654";"TETUÁN";"Alcance";"Despejado";"Moto de tres ruedas > 125cc";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22655";"CIUDAD LINEAL";"Caída";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22656";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
"22657";"VILLA DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"S";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22658";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Noche"
"22659";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22660";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22661";"LATINA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Ingreso inferior o igual a 24 horas";"October";"Tarde"
"22662";"LATINA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22663";"LATINA";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Pasajero";"Desconocido";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22666";"USERA";"Colisión lateral";"Desconocido";"Turismo";"Pasajero";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22667";"VICÁLVARO";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22668";"VICÁLVARO";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 10 a 14 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22669";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
"22670";"CHAMBERÍ";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22671";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 21 a 24 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Noche"
"22672";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22673";"PUENTE DE VALLECAS";"Alcance";"Despejado";"Turismo";"Pasajero";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22676";"SALAMANCA";"Caída";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 21 a 24 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
"22677";"MONCLOA-ARAVACA";"Caída";"Despejado";"Bicicleta";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Tarde"
"22678";"VILLAVERDE";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22679";"VILLAVERDE";"Alcance";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22680";"TETUÁN";"Caída";"Despejado";"Bicicleta";"Conductor";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"October";"Noche"
"22681";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
"22682";"SALAMANCA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22687";"PUENTE DE VALLECAS";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22688";"PUENTE DE VALLECAS";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 65 a 69 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Noche"
"22689";"ARGANZUELA";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22690";"ARGANZUELA";"Colisión lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22691";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22692";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22693";"SAN BLAS-CANILLEJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
"22698";"RETIRO";"Alcance";"Despejado";"Furgoneta";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Madrugada"
"22699";"RETIRO";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Madrugada"
"22700";"CENTRO";"Colisión fronto-lateral";"Despejado";"Bicicleta EPAC (pedaleo asistido)";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22701";"CENTRO";"Colisión fronto-lateral";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 35 a 39 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22702";"RETIRO";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"September";"Mañana"
"22703";"RETIRO";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 50 a 54 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"September";"Mañana"
"22704";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Motocicleta > 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22705";"CHAMARTÍN";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22715";"CIUDAD LINEAL";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Mañana"
"22716";"CIUDAD LINEAL";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22717";"CIUDAD LINEAL";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22721";"ARGANZUELA";"Caída";"Despejado";"Bicicleta";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22722";"CHAMARTÍN";"Colisión múltiple";"Despejado";"Camión rígido";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22723";"CHAMARTÍN";"Colisión múltiple";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22725";"CHAMARTÍN";"Colisión múltiple";"Despejado";"Turismo";"Pasajero";"De 70 a 74 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22726";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22727";"SALAMANCA";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"October";"Mañana"
"22728";"CENTRO";"Choque contra obstáculo fijo";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22733";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Bicicleta";"Conductor";"Más de 74 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22734";"BARAJAS";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22735";"VICÁLVARO";"Alcance";"Despejado";"Turismo";"Conductor";"De 18 a 20 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22736";"VICÁLVARO";"Alcance";"Despejado";"Turismo";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22737";"VICÁLVARO";"Alcance";"Despejado";"Turismo";"Pasajero";"De 10 a 14 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22738";"VICÁLVARO";"Alcance";"Despejado";"Turismo";"Pasajero";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22739";"VICÁLVARO";"Alcance";"Despejado";"Turismo";"Pasajero";"Menor de 5 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22740";"ARGANZUELA";"Colisión fronto-lateral";"Despejado";"Ciclomotor";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Madrugada"
"22744";"ARGANZUELA";"Caída";"LLuvia intensa";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Mañana"
"22745";"CENTRO";"Atropello a persona";"Despejado";"Autobús";"Conductor";"De 45 a 49 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22746";"CENTRO";"Atropello a persona";"Despejado";"Autobús";"Peatón";"De 65 a 69 años";"Mujer";"N";"No realizado";"Grave";"Ingreso superior a 24 horas";"October";"Tarde"
"22747";"SALAMANCA";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22748";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 65 a 69 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22751";"VICÁLVARO";"Choque contra obstáculo fijo";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22754";"CHAMARTÍN";"Caída";"Despejado";"Bicicleta EPAC (pedaleo asistido)";"Conductor";"De 35 a 39 años";"Mujer";"N";"No realizado";"Leve";"Asistencia ambulatoria con posterioridad";"October";"Tarde"
"22760";"USERA";"Atropello a persona";"Desconocido";"Turismo";"Peatón";"De 30 a 34 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22768";"SALAMANCA";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 40 a 44 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Tarde"
"22769";"SALAMANCA";"Alcance";"Despejado";"Turismo";"Conductor";"De 55 a 59 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22775";"CARABANCHEL";"Atropello a persona";"Despejado";"Turismo";"Conductor";"De 40 a 44 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Tarde"
"22776";"CARABANCHEL";"Atropello a persona";"Despejado";"Turismo";"Peatón";"De 15 a 17 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria inmediata en centro de salud o mutua";"October";"Tarde"
"22785";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Turismo";"Conductor";"De 25 a 29 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Noche"
"22786";"MONCLOA-ARAVACA";"Colisión fronto-lateral";"Despejado";"Turismo";"Pasajero";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
"22791";"CHAMBERÍ";"Caída";"Despejado";"Bicicleta EPAC (pedaleo asistido)";"Conductor";"De 25 a 29 años";"Mujer";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Madrugada"
"22792";"HORTALEZA";"Colisión frontal";"Despejado";"Furgoneta";"Conductor";"De 50 a 54 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22793";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22794";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Conductor";"De 45 a 49 años";"Mujer";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22795";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Pasajero";"De 10 a 14 años";"Hombre";"N";"No realizado";"Sin asistencia";"Sin asistencia sanitaria";"October";"Mañana"
"22796";"HORTALEZA";"Colisión frontal";"Despejado";"Turismo";"Pasajero";"De 18 a 20 años";"Hombre";"N";"No realizado";"Leve";"Asistencia en urgencias sin posterior ingreso";"October";"Mañana"
"22799";"ARGANZUELA";"Alcance";"Despejado";"Motocicleta hasta 125cc";"Conductor";"De 30 a 34 años";"Hombre";"N";"No realizado";"Leve";"Asistencia sanitaria sólo en el lugar del accidente";"October";"Noche"
